"USW00025333","SITKA AIRPORT, AK US","2018-10-20","10.29"," 0303","0.20",,,"54","48","  250","  260","21.0","25.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-10-21","14.32"," 2305","0.08",,,"56","50","  100","  100","25.1","33.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-10-22","20.58"," 2352","0.93",,,"61","48","  110","  110","35.1","44.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-10-23","13.87"," 0149","0.25",,,"61","51","  110","  120","35.1","46.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-10-24","19.46"," 1506","0.00",,,"55","50","  120","  120","36.0","46.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-10-25","16.33"," 0419","0.49",,,"55","48","  160","  160","35.1","50.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-10-26","8.50"," 1106","0.60",,,"51","44","  180","  190","15.0","21.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-10-27","11.41"," 1515","0.01",,,"54","46","  110","  110","21.9","28.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-10-28","12.30"," 0607","0.00",,,"54","45","  110","  110","23.0","33.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-10-29","10.07"," 2346","0.24",,,"55","46","  230","  230","28.0","35.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-10-30","8.50"," 0114","0.23",,,"51","41","  250","  250","29.1","38.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-10-31","3.80"," 2350","0.03",,,"47","39","  100","  110","16.1","19.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-01","16.78"," 1729","0.06",,,"49","43","  110","  100","29.1","36.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-02","6.49"," 1745","0.30",,,"45","40","  110","  110","21.0","23.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-03","6.49"," 0018","0.35",,,"50","44","  110","  100","23.0","30.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-04","6.49"," 1325","0.30",,,"48","44","  110","  300","14.1","25.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-05","4.03"," 1636","0.01",,,"47","35","  310","  110","12.1","13.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-06","3.13"," 0115","0.00",,,"46","32","   90","   90","8.9","10.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-07","12.53"," 2215","0.04",,,"50","33","  110","  110","28.0","36.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-08","13.42"," 0040","0.49",,,"51","45","  220","  100","25.1","34.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-09","9.62"," 0459","0.25",,,"50","43","  290","  270","23.0","29.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-10","6.49"," 0810","0.23",,,"47","43","  160","  170","12.1","14.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-11","11.86"," 1115","0.13",,,"50","45","  120","   90","17.0","25.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-12","17.00"," 1956","0.08",,,"54","49","  110","  110","28.0","36.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-13","16.33"," 1139","0.56",,,"53","46","  290","  110","31.1","38.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-14","8.95"," 1606","0.92",,,"49","45","  110","  100","16.1","30.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-15","3.36"," 0001","0.14",,,"48","37","  100","  110","14.1","17.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-16","4.47"," 2316","0.52",,,"48","36","  120","  120","13.0","17.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-17","11.18"," 0905","1.65",,,"54","47","  160","  180","29.1","38.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-18","7.38"," 1109","0.88",,,"52","47","  190","  190","17.0","23.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-19","7.83"," 1837","0.02",,,"52","45","  130","  120","21.0","25.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-20","8.72"," 0203","0.43",,,"51","43","  110","  110","21.9","25.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-21","4.70"," 0131","0.06",,,"46","38","  110","  110","12.1","15.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-22","6.04"," 0401","0.18",,,"47","39","  110","  110","15.0","19.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-23","2.24"," 1818","0.00",,,"44","34","  100","  100","8.1","10.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-24","13.87"," 0807","0.04",,,"48","36","  100","  100","23.0","28.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-25","16.78"," 2023","0.04",,,"54","48","  110","  100","31.1","42.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-26","9.84"," 0018","0.73",,,"53","46","  120","  120","25.9","36.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-27","1.57"," 1224","0.00",,,"47","41","  300","  310","6.9","6.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-28","1.57"," 1920","0.28",,,"45","40","  100","   80","6.9","8.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-29","5.82"," 1418","0.13",,,"43","34","  340","  340","17.0","19.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-11-30","2.91"," 1420","0.03",,,"39","31","  310","  300","10.1","13.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-01","2.68"," 1534","0.00",,,"36","28","   90","   90","6.9","10.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-02","2.46"," 1504","0.02",,,"39","32","  330","  320","8.9","11.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-03","4.25"," 2144","0.02",,,"39","32","   90","  160","8.9","12.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-04","4.47"," 0448","0.02",,,"41","35","   90","  110","8.1","10.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-05","2.01"," 1630","0.00",,,"41","35","   80","   90","8.9","12.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-06","6.93"," 2353","0.01",,,"44","39","  110","  110","21.0","25.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-07","19.01"," 1636","0.04",,,"48","40","  110","  110","36.9","45.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-08","22.82"," 1917","0.06",,,"52","45","  110","  120","35.1","46.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-09","16.78"," 1219","0.42",,,"50","41","  160","  160","33.1","44.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-10","20.36"," 1545","1.30",,,"45","42","  110","  110","36.0","51.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-11","13.87"," 1803","0.92",,,"46","38","  300","  290","33.1","38.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-12","15.43"," 0014","0.05",,,"43","37","  230","  230","31.1","38.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-15","21.03"," 1236","0.00",,,"46","31","   90","   70","35.1","50.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-16","19.69"," 0002","0.31",,,"49","43","  120","  110","33.1","47.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-17","12.08"," 0213","0.35",,,"48","43","  110","  100","19.9","25.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-18","18.34"," 2354","0.62",,,"48","41","  250","  250","29.1","36.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-19","13.65"," 0050","0.28",,,"43","35","  250","  260","30.0","38.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-20","7.16"," 0303","0.42",,,"39","31","  220","  220","25.9","32.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-21","11.86"," 2309","0.00",,,"41","32","  100","  100","25.1","33.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-22","11.41"," 0033","0.00",,,"44","36","  100","  130","21.9","30.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-23","5.14"," 0108","0.08",,,"43","36","  100","  110","21.0","27.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-24","7.61"," 0813","0.61",,,"41","37","   90","  100","13.0","16.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-25","10.96"," 2137","0.00",,,"44","35","  110","  130","25.1","36.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-26","18.79"," 1301","0.21",,,"46","42","  120","  130","28.0","35.1","    1",,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-27","12.08"," 0131","0.26",,,"47","42","  230","  200","25.9","32.0","    1",,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-28","4.03"," 0103","0.03",,,"44","35","  100","  180","12.1","13.0","    1",,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-29","4.47"," 0221","0.13",,,"38","32","  310","  310","13.0","16.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-30","6.71"," 2016","0.20",,,"42","36","  120","  110","15.0","18.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2018-12-31","12.30"," 0634","0.89",,,"48","41","  100","  110","29.1","36.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-01","14.99"," 0808","1.56",,,"52","40","  170","  180","36.0","53.0","    1",,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-02","10.51"," 0321","0.36",,,"44","37","  230","  230","32.0","38.9","    1",,"    1","    1",
"USW00025333","SITKA AIRPORT, AK US","2019-01-03","2.91"," 0000","0.01",,,"38","29","  100","  110","8.1","10.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-04","2.91"," 0953","0.00",,,"34","26","  310","  320","8.9","10.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-05","2.91"," 2357","0.00",,,"33","23","  340","  330","19.9","23.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-06","11.18"," 0558","0.00",,,"31","21","  340","  340","23.0","30.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-07","11.63"," 1047","0.04",,,"35","21","  110","  110","21.0","25.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-08","4.70"," 0217","0.05",,,"36","25","  310","  310","15.0","17.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-09","3.58"," 1922","0.02",,,"37","23","  320","  320","16.1","17.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-10","5.14"," 1204","0.31",,,"40","33","  340","  340","15.0","17.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-11","6.93"," 1615","0.37",,,"46","37","  100","  110","17.0","21.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-12","4.70"," 2022","0.11",,,"44","35","  110","  110","13.0","15.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-13","6.26"," 2309","0.22",,,"48","40","  110","  110","16.1","19.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-14","5.37"," 2134","0.01",,,"48","40","  120","  120","13.0","16.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-15","7.83"," 0648","0.00",,,"52","39","  110","  110","17.0","21.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-16","4.25"," 1218","0.00",,,"45","34","  330","  330","10.1","12.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-17","3.80"," 2152","0.00",,,"40","31","  340","  340","8.9","11.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-18","5.14"," 1245","0.00",,,"41","30","  340","  340","14.1","15.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-19","4.03"," 0400","0.18",,,"41","33","  330","  320","17.0","19.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-20","6.71"," 2213","0.80",,,"43","38","  220","  220","16.1","21.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-21","10.51"," 2112","0.26",,,"45","40","  100","   90","19.9","25.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-22","4.47"," 0035","0.00",,,"46","36","  110","  120","21.0","27.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-23","6.71"," 1345","0.00",,,"47","34","  190","  190","17.0","25.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-24","10.07"," 0543","0.28",,,"49","42","  110","  110","25.1","31.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-25","8.05"," 0251","0.59",,,"48","44","  110","  110","23.9","30.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-26","14.54"," 0355","1.01",,,"49","39","  170","  170","28.0","40.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-27","1.79"," 0553","0.00",,,"40","33","  350","   80","6.9","8.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-28","1.34"," 1950","0.00",,,"42","1","  340","  330","8.1","10.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-29","7.83"," 1724","0.31",,,"45","39","  110","  110","17.0","21.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-30","5.14"," 0402","0.37",,,"45","41","  230","  230","17.0","19.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-01-31","3.36"," 1846","0.02",,,,,"  320","  330","17.0","21.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-02-01","10.96"," 1252","0.00",,,"32","12","  350","  340","23.9","32.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-02-02","4.47"," 1055","0.00",,,"21","12","  340","   80","14.1","19.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-02-03","4.03"," 0556","0.00",,,"36","16","  340","   10","8.1","10.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-02-04","3.80"," 1750","0.14",,,"36","27","  330","  330","15.0","18.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-02-05","5.14"," 0955","0.23",,,"37","32","  120","  110","10.1","13.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-02-06","4.03"," 1759","0.53",,,"40","36","  100","   90","8.9","11.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-02-07","4.70"," 1618","0.01",,,"41","35","  330","  330","16.1","19.9",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-02-08","3.13"," 0011","0.00",,,"41","29","  330","  330","14.1","15.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-02-09","4.25"," 1548","0.00",,,"40","30","  330","  310","14.1","16.1",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-02-10","6.04"," 0135","0.00",,,"42","27","  330","  340","17.0","21.0",,,,,
"USW00025333","SITKA AIRPORT, AK US","2019-02-11",,,"0.00",,,"44","28",,,,,,,,,
